8.545148	-2.632906	-1.200193	0.022188	0.022671	0.018073
17.411195	-2.564064	15.953038	0.021621	0.023212	0.020060
24.873879	-3.798724	67.097750	0.021189	0.021719	0.019600
13.908935	18.555357	36.898814	0.021381	0.023469	0.019698
31.548707	66.132402	52.891639	0.020366	0.023195	0.020337
-2.777151	19.183870	36.357072	0.019082	0.023258	0.020707
38.763765	8.784161	10.754466	0.021061	0.023523	0.019224
41.624593	8.914278	20.450793	0.019666	0.022637	0.020390
26.873209	64.298122	41.584040	0.019263	0.023580	0.019548
27.174277	37.776876	19.341091	0.020395	0.023311	0.018575
52.216285	38.011286	7.153858	0.019748	0.023211	0.019407
64.092319	38.520849	-9.562803	0.019941	0.023326	0.018582
51.968299	23.900405	22.357339	0.023394	0.016620	0.018648
70.896762	-9.237155	-5.507873	0.022946	0.015686	0.019609
92.646894	-25.793474	81.147456	0.023656	0.014774	0.020191
50.640850	-2.452508	-29.755458	0.027183	0.018069	0.013475
310.328175	-459.601689	-758.021466	0.038912	0.019809	0.011865
